-113.28915489,34.0212409,0
-113.28890879891875,33.987491846283056,0
-113.28817055769949,33.953748470120296,0
-113.28694026241153,33.92001644834514,0
-113.285218073157,33.88630145634959,0
-113.28300421405042,33.852609167363774,0
-113.2802989731904,33.81894525173567,0
-113.27710270262317,33.78531537621133,0
-113.27341581829799,33.75172520321546,0
-113.2692388000145,33.718180390132595,0
-113.26457219136196,33.684686588588875,0
-113.25941659965045,33.651249443734606,0
-113.25377269583396,33.61787459352756,0
-113.24764121442547,33.58456766801728,0
-113.24102295340394,33.5513342886303,0
-113.23391877411328,33.51818006745652,0
-113.2263296011533,33.4851106065367,0
-113.21825642226267,33.45213149715132,0
-113.20970028819387,33.41924831911069,0
-113.20066231258014,33.38646664004659,0
-113.19114367179445,33.353792014705434,0
-113.18114560480069,33.321229984243026,0
-113.17066941299667,33.28878607552112,0
-113.15971646004947,33.25646580040567,0
-113.14828817172268,33.22427465506714,0
-113.13638603569602,33.19221811928259,0
-113.12401160137692,33.16030165574005,0
-113.11116647970432,33.12853070934491,0
-113.09785234294482,33.09691070652862,0
-113.08407092448088,33.06544705455971,0
-113.0698240185914,33.03414514085729,0
-113.05511348022456,33.00301033230695,0
-113.03994122476294,32.97204797457935,0
-113.02430922778107,32.9412633914515,0
-113.00821952479528,32.91066188413074,0
-112.991674211006,32.88024873058165,0
-112.97467544103252,32.85002918485582,0
-112.95722542864016,32.820008476424775,0
-112.93932644646003,32.790191809515846,0
-112.92098082570129,32.7605843624514,0
-112.90219095585601,32.731191286991184,0
-112.88295928439668,32.702017707678216,0
-112.86328831646625,32.673068721187946,0
-112.84318061456108,32.644349395681054,0
-112.82263879820644,32.61586477015981,0
-112.80166554362489,32.58761985382815,0
-112.78026358339746,32.55961962545551,0
-112.75843570611767,32.53186903274451,0
-112.73618475603847,32.50437299170255,0
-112.71351363271219,32.47713638601749,0
-112.69042529062338,32.450164066437345,0
-112.6669227388148,32.42346085015414,0
-112.64300904050644,32.39703152019214,0
-112.61868731270766,32.37088082480019,0
-112.59396072582261,32.34501347684869,0
-112.56883250324883,32.31943415323087,0
-112.54330592096909,32.29414749426872,0
-112.51738430713672,32.269158103123466,0
-112.49107104165415,32.244470545210866,0
-112.46436955574507,32.22008934762114,0
-112.43728333151992,32.196018998543884,0
-112.40981590153515,32.17226394669781,0
-112.38197084834589,32.148828600765555,0
-112.35375180405234,32.125717328833474,0
-112.32516244984001,32.10293445783666,0
-112.29620651551362,32.08048427300913,0
-112.26688777902484,32.05837101733924,0
-112.23721006599403,32.036598891030586,0
-112.20717724922582,32.01517205096814,0
-112.17679324821881,31.994094610190025,0
-112.1460620286694,31.973370637364738,0
-112.11498760196956,31.953004156274048,0
-112.08357402469905,31.93299914530153,0
-112.0518253981118,31.913359536926897,0
-112.01974586761665,31.89408921722608,0
-111.98733962225252,31.875192025377242,0
-111.954610894158,31.856671753172673,0
-111.92156395803555,31.83853214453673,0
-111.88820313061026,31.82077689504981,0
-111.85453277008338,31.80340965147843,0
-111.82055727558043,31.78643401131152,0
-111.78628108659427,31.76985352230293,0
-111.75170868242304,31.753671682020222,0
-111.716844581603,31.73789193739985,0
-111.68169334133643,31.722517684308706,0
-111.64625955691467,31.707552267112156,0
-111.61054786113631,31.6929989782486,0
-111.57456292372055,31.67886105781057,0
-111.53830945071608,31.665141693132494,0
-111.50179218390514,31.651844018385106,0
-111.46501590020318,31.638971114176613,0
-111.4279854110541,31.626526007160606,0
-111.39070556182098,31.614511669650838,0
-111.35318123117266,31.602931019242845,0
-111.31541733046599,31.591786918442526,0
-111.27741880312404,31.581082174301663,0
-111.23919062401016,31.570819538060487,0
-111.20073779879813,31.56100170479728,0
-111.16206536333833,31.551631313085124,0
-111.12317838302016,31.542710944655763,0
